"","acctnum","gender","R","F","M","firstpur","age_class","single","student","mailing","respmail"
"2501",34986,"M",2,"2",87,6,"18-25","no","no",1,0
"2502",35008,"F",14,"1",285,14,"18-25","no","no",1,0
"2504",35035,"F",12,"2",34,14,"18-25","no","no",1,0
"2507",35053,"F",10,"1",217,10,"26-30","no","no",1,0
"2508",35068,"F",16,"1",218,16,"18-25","no","no",1,0
"2511",35081,"F",10,"2",19,14,"18-25","no","no",1,0
"2512",35089,"F",18,"4",81.75,36,"18-25","yes","yes",1,0
"2513",35101,"F",6,"1",117,6,"18-25","no","no",1,0
"2514",35113,"M",22,"8",39.75,60,"46-50","yes","yes",1,1
"2515",35123,"F",28,"8",39.25,70,"18-25","yes","yes",1,1
"2516",35126,"M",16,"2",15.5,20,"18-25","no","yes",1,0
"2517",35128,"F",14,"1",287,14,"18-25","no","yes",1,0
"2518",35129,"M",16,"2",156.5,20,"26-30","no","no",1,0
"2519",35134,"M",32,"9",24.3333333333333,84,"18-25","yes","yes",1,0
"2522",35146,"F",4,"1",299,4,"18-25","no","yes",1,0
"2526",35178,"F",24,"6",51.1666666666667,40,"18-25","yes","yes",1,0
"2529",35209,"F",12,"12",28.75,56,"41-45","yes","yes",1,0
"2532",35233,"F",4,"2",101.5,6,"31-35","no","no",1,0
"2534",35251,"F",20,"1",108,20,"18-25","no","yes",1,0
"2539",35305,"F",12,"4",47,36,"18-25","yes","yes",1,1
"2541",35326,"F",14,"5",31.4,42,"18-25","no","yes",1,0
"2543",35364,"F",32,"2",24,38,"18-25","no","yes",1,0
"2544",35367,"F",12,"2",68,18,"18-25","no","yes",1,0
"2545",35371,"M",12,"2",79.5,14,"26-30","no","yes",1,0
"2546",35382,"M",32,"7",32.2857142857143,46,"41-45","no","no",1,0
"2548",35400,"F",18,"1",279,18,"26-30","no","no",1,0
"2550",35411,"F",10,"2",91.5,14,"26-30","yes","no",1,0
"2552",35427,"M",2,"7",42.1428571428571,44,"31-35","yes","yes",1,0
"2553",35433,"F",8,"2",130,16,"18-25","yes","no",1,0
"2554",35451,"F",14,"1",56,14,"18-25","no","no",1,0
"2557",35473,"F",20,"1",133,20,"18-25","no","no",1,0
"2558",35486,"F",10,"2",127,16,"18-25","no","no",1,0
"2559",35494,"F",16,"1",259,16,"18-25","no","no",1,0
"2560",35500,"M",12,"11",20.1818181818182,56,"31-35","no","yes",1,0
"2562",35537,"F",30,"2",73,36,"18-25","yes","yes",1,0
"2568",35647,"M",8,"1",151,8,"18-25","no","no",1,0
"2569",35649,"F",24,"5",20.2,42,"41-45","no","yes",1,0
"2572",35660,"M",22,"2",130.5,28,"26-30","no","no",1,0
"2573",35668,"M",10,"4",32.25,20,"26-30","no","yes",1,1
"2576",35678,"M",12,"9",24,50,"36-40","no","no",1,0
"2577",35687,"F",16,"1",280,16,"18-25","no","no",1,0
"2580",35707,"F",12,"1",46,12,"26-30","no","no",1,0
"2581",35715,"F",12,"1",51,12,"18-25","no","no",1,0
"2583",35721,"F",8,"2",16,10,"18-25","no","no",1,0
"2585",35740,"M",14,"1",31,14,"26-30","no","no",1,0
"2587",35762,"F",32,"1",258,32,"18-25","no","no",1,0
"2589",35815,"F",10,"4",86,28,"18-25","no","yes",1,0
"2590",35819,"F",12,"1",313,12,"18-25","yes","no",1,0
"2591",35828,"F",14,"2",133.5,22,"31-35","no","no",1,0
"2592",35851,"M",24,"2",146,32,"18-25","no","yes",1,0
"2593",35859,"F",12,"1",122,12,"18-25","no","no",1,0
"2602",35919,"F",14,"2",63.5,22,"31-35","no","no",1,0
"2603",35920,"F",18,"1",251,18,"26-30","no","no",1,0
"2604",35939,"F",16,"2",148,22,"18-25","yes","yes",1,0
"2606",35949,"F",34,"1",18,34,"18-25","no","yes",1,0
"2607",35953,"M",16,"2",152,20,"26-30","no","yes",1,0
"2613",35976,"M",12,"5",55.2,28,"18-25","no","yes",1,0
"2614",35988,"F",4,"1",149,4,"26-30","no","no",1,0
"2615",35990,"F",10,"3",99.6666666666667,16,"18-25","no","yes",1,0
"2616",35999,"F",28,"1",116,28,"26-30","no","no",1,0
"2621",36025,"F",2,"2",140.5,6,"18-25","no","no",1,0
"2622",36028,"F",4,"7",42,34,"26-30","no","yes",1,0
"2623",36045,"F",10,"7",28.1428571428571,28,"26-30","no","yes",1,1
"2624",36056,"M",30,"1",135,30,"18-25","no","yes",1,0
"2625",36076,"F",16,"7",50.5714285714286,36,"31-35","yes","yes",1,1
"2626",36101,"F",14,"11",15.7272727272727,66,"51-55","no","yes",1,0
"2628",36118,"M",10,"3",82.3333333333333,18,"26-30","no","yes",1,1
"2631",36140,"M",34,"2",152,42,"26-30","no","yes",1,0
"2633",36181,"F",14,"2",88.5,18,"18-25","no","yes",1,0
"2636",36210,"F",2,"3",94.6666666666667,14,"26-30","no","yes",1,0
"2641",36274,"F",10,"8",17.25,54,"36-40","yes","yes",1,0
"2642",36275,"M",12,"2",132,20,"18-25","yes","no",1,0
"2645",36295,"F",32,"7",22.1428571428571,74,"36-40","no","yes",1,1
"2649",36342,"M",4,"2",39,6,"31-35","no","no",1,0
"2650",36344,"F",16,"2",63.5,18,"18-25","no","no",1,0
"2653",36365,"F",12,"2",106,14,"18-25","yes","yes",1,0
"2654",36386,"F",10,"1",242,10,"18-25","no","yes",1,0
"2657",36409,"M",16,"2",43.5,22,"18-25","yes","yes",1,0
"2659",36428,"M",10,"1",72,10,"18-25","no","yes",1,0
"2660",36439,"F",32,"1",101,32,"18-25","no","no",1,0
"2666",36464,"F",14,"1",37,14,"18-25","no","yes",1,0
"2673",36592,"F",12,"1",294,12,"18-25","no","yes",1,0
"2675",36621,"F",8,"10",44,62,"26-30","yes","yes",1,1
"2676",36627,"M",10,"6",36.6666666666667,28,"18-25","no","yes",1,1
"2677",36632,"F",14,"2",77,20,"31-35","no","no",1,0
"2678",36638,"M",14,"9",25.2222222222222,56,"26-30","yes","yes",1,0
"2679",36642,"F",16,"2",79,22,"18-25","no","yes",1,0
"2680",36644,"F",26,"1",150,26,"18-25","no","no",1,0
"2681",36655,"M",4,"3",81,20,"18-25","no","yes",1,1
"2683",36665,"F",14,"2",101,18,"18-25","no","yes",1,0
"2685",36677,"M",2,"1",229,2,"18-25","yes","no",1,0
"2687",36686,"F",6,"6",22.1666666666667,38,"18-25","yes","yes",1,0
"2688",36700,"F",14,"2",115,18,"18-25","yes","no",1,0
"2693",36739,"F",34,"9",42.5555555555556,80,"26-30","yes","yes",1,1
"2695",36756,"F",28,"2",53.5,34,"26-30","no","no",1,0
"2696",36759,"F",16,"12",25.6666666666667,86,"36-40","yes","yes",1,0
"2697",36760,"F",16,"1",148,16,"18-25","no","no",1,0
"2698",36773,"M",4,"1",48,4,"26-30","no","no",1,0
"2700",36786,"M",32,"4",25,46,"26-30","yes","no",1,0
"2701",36787,"F",12,"6",17,36,"31-35","yes","yes",1,0
"2702",36790,"F",16,"1",20,16,"26-30","no","no",1,0
"2704",36794,"F",8,"3",77,22,"26-30","no","yes",1,0
"2708",36870,"F",8,"6",38.6666666666667,28,"31-35","no","yes",1,0
"2712",36883,"F",12,"1",142,12,"18-25","yes","no",1,0
"2716",36946,"F",8,"1",301,8,"18-25","no","yes",1,0
"2717",36948,"F",2,"2",29.5,10,"18-25","no","yes",1,0
"2719",36953,"F",4,"2",78,12,"26-30","no","no",1,0
"2722",36967,"F",36,"3",74.3333333333333,48,"18-25","no","yes",1,0
"2723",36979,"F",4,"1",229,4,"18-25","no","no",1,0
"2725",36987,"F",4,"12",32.6666666666667,56,"56-65","yes","yes",1,0
"2727",37060,"M",10,"1",259,10,"18-25","yes","no",1,0
"2728",37069,"F",8,"2",20,14,"31-35","no","no",1,0
"2732",37103,"M",10,"2",24,18,"26-30","yes","no",1,0
"2734",37120,"M",12,"9",33.8888888888889,36,"26-30","no","yes",1,0
"2736",37143,"F",10,"1",141,10,"18-25","no","no",1,0
"2737",37145,"F",10,"5",22.2,32,"26-30","no","yes",1,0
"2741",37202,"M",14,"7",45.7142857142857,52,"31-35","yes","no",1,0
"2744",37219,"F",4,"4",84,22,"26-30","no","yes",1,0
"2749",37244,"F",8,"1",161,8,"18-25","no","no",1,0
"2750",37255,"M",10,"1",50,10,"18-25","yes","no",1,0
"2752",37264,"M",2,"5",18.4,26,"26-30","yes","yes",1,0
"2753",37270,"F",2,"7",24.5714285714286,26,"18-25","yes","yes",1,0
"2754",37279,"F",8,"1",124,8,"18-25","no","yes",1,0
"2755",37283,"M",32,"12",33,58,"31-35","yes","yes",1,1
"2756",37287,"F",8,"2",154,14,"18-25","no","no",1,0
"2757",37304,"M",10,"12",39.6666666666667,42,"31-35","yes","yes",1,0
"2758",37324,"F",16,"2",32.5,22,"18-25","yes","no",1,0
"2759",37332,"F",8,"1",114,8,"18-25","no","no",1,0
"2760",37333,"M",8,"2",115,12,"26-30","yes","no",1,0
"2761",37359,"M",6,"1",57,6,"18-25","no","yes",1,0
"2762",37363,"F",4,"2",93.5,10,"18-25","no","yes",1,0
"2763",37370,"M",14,"2",77,16,"18-25","no","yes",1,0
"2765",37388,"F",12,"1",58,12,"18-25","no","no",1,0
"2767",37422,"F",12,"11",30.6363636363636,34,"31-35","yes","yes",1,1
"2769",37427,"M",12,"6",17.1666666666667,36,"26-30","yes","no",1,0
"2774",37475,"M",12,"8",45.375,40,"26-30","yes","yes",1,0
"2777",37519,"M",6,"2",36,10,"26-30","no","yes",1,0
"2778",37520,"M",14,"2",108.5,16,"26-30","no","yes",1,0
"2779",37523,"M",10,"1",288,10,"18-25","no","no",1,0
"2781",37528,"F",2,"4",61.5,18,"18-25","no","yes",1,1
"2783",37538,"M",4,"2",72,8,"18-25","no","no",1,0
"2788",37580,"F",34,"2",151.5,36,"18-25","yes","yes",1,0
"2789",37583,"F",14,"2",72.5,20,"31-35","no","no",1,0
"2790",37588,"F",10,"2",40,16,"18-25","no","no",1,0
"2791",37623,"F",22,"9",35.8888888888889,48,"18-25","yes","yes",1,0
"2792",37633,"F",16,"1",42,16,"26-30","no","no",1,0
"2793",37649,"F",10,"4",49.25,20,"31-35","no","yes",1,0
"2797",37680,"F",8,"2",104,12,"18-25","no","yes",1,0
"2798",37694,"M",10,"12",30.4166666666667,50,"36-40","yes","yes",1,0
"2799",37696,"F",12,"1",188,12,"18-25","no","no",1,0
"2800",37703,"F",10,"2",56.5,14,"18-25","yes","no",1,0
"2801",37710,"F",10,"12",35.6666666666667,78,"18-25","yes","yes",1,0
"2802",37730,"F",6,"11",25.3636363636364,42,"36-40","yes","yes",1,1
"2803",37731,"F",12,"12",33.5,64,"18-25","yes","yes",1,1
"2804",37743,"F",14,"8",18.625,48,"31-35","no","yes",1,0
"2805",37774,"F",16,"1",51,16,"18-25","no","no",1,0
"2806",37778,"F",12,"1",313,12,"18-25","no","yes",1,0
"2807",37787,"F",16,"1",16,16,"26-30","no","no",1,0
"2808",37791,"M",32,"2",76,34,"31-35","no","no",1,0
"2810",37820,"F",2,"1",260,2,"26-30","no","no",1,0
"2811",37821,"F",10,"9",28.1111111111111,44,"36-40","no","yes",1,1
"2812",37822,"F",8,"1",278,8,"18-25","no","yes",1,0
"2813",37830,"F",22,"2",56,28,"26-30","no","no",1,0
"2815",37901,"M",2,"9",22,40,"26-30","no","yes",1,0
"2817",37916,"F",16,"4",73.25,34,"18-25","no","no",1,0
"2820",37968,"F",18,"2",27,22,"18-25","no","yes",1,0
"2821",37974,"F",30,"1",152,30,"18-25","yes","no",1,0
"2825",38016,"F",14,"7",42.1428571428571,30,"18-25","yes","no",1,0
"2830",38080,"F",2,"2",138,8,"18-25","no","yes",1,0
"2832",38092,"M",8,"6",50.6666666666667,28,"26-30","yes","yes",1,0
"2834",38131,"F",2,"7",15.8571428571429,36,"31-35","no","yes",1,0
"2839",38158,"F",16,"6",52.3333333333333,50,"26-30","no","yes",1,0
"2840",38160,"F",28,"2",24.5,34,"18-25","no","yes",1,0
"2841",38164,"F",4,"9",43.3333333333333,32,"18-25","yes","yes",1,0
"2844",38201,"M",14,"6",42.3333333333333,32,"26-30","no","no",1,0
"2845",38239,"F",10,"11",18.2727272727273,68,"31-35","yes","yes",1,0
"2846",38257,"F",32,"2",137,36,"26-30","no","yes",1,0
"2850",38278,"M",10,"2",93.5,14,"26-30","no","yes",1,0
"2851",38280,"F",30,"2",60.5,36,"18-25","yes","no",1,0
"2852",38281,"M",8,"1",47,8,"18-25","no","no",1,0
"2853",38289,"F",2,"7",56.1428571428571,38,"26-30","yes","yes",1,0
"2855",38315,"F",8,"1",211,8,"18-25","no","yes",1,0
"2857",38336,"M",2,"2",148.5,6,"18-25","yes","yes",1,0
"2860",38375,"F",20,"1",194,20,"18-25","no","no",1,0
"2864",38441,"F",8,"1",251,8,"18-25","no","no",1,0
"2865",38443,"F",10,"2",35,16,"18-25","yes","no",1,0
"2866",38454,"M",16,"2",140.5,20,"26-30","no","yes",1,0
"2868",38473,"F",12,"2",144.5,14,"18-25","yes","yes",1,0
"2871",38503,"F",12,"7",55.4285714285714,44,"26-30","yes","yes",1,0
"2877",38577,"F",8,"2",52.5,12,"26-30","no","yes",1,0
"2879",38595,"F",10,"2",123,12,"18-25","no","yes",1,0
"2880",38609,"F",16,"1",271,16,"18-25","no","yes",1,0
"2881",38635,"F",28,"1",106,28,"18-25","no","no",1,0
"2883",38656,"F",12,"1",216,12,"26-30","no","no",1,0
"2886",38661,"F",12,"2",160,18,"18-25","yes","yes",1,0
"2890",38711,"F",34,"12",18.4166666666667,60,"41-45","yes","yes",1,0
"2893",38740,"M",16,"1",64,16,"18-25","yes","no",1,0
"2895",38755,"M",16,"2",78,22,"18-25","no","yes",1,0
"2897",38786,"M",6,"2",149.5,10,"26-30","yes","no",1,0
"2898",38799,"F",2,"2",85.5,10,"26-30","no","no",1,0
"2899",38800,"F",32,"1",137,32,"26-30","no","no",1,0
"2900",38818,"F",6,"1",134,6,"18-25","no","yes",1,0
"2901",38819,"F",6,"2",40,10,"26-30","no","no",1,0
"2902",38835,"F",10,"2",86.5,14,"18-25","no","yes",1,0
"2903",38855,"F",12,"9",41.6666666666667,64,"26-30","no","yes",1,1
"2908",38901,"F",2,"7",36.4285714285714,36,"18-25","yes","yes",1,0
"2910",38931,"M",26,"9",35.6666666666667,66,"41-45","yes","yes",1,0
"2911",38964,"F",8,"2",67.5,12,"18-25","yes","no",1,0
"2913",38970,"F",8,"1",308,8,"18-25","yes","no",1,0
"2915",38979,"F",6,"1",102,6,"18-25","no","no",1,0
"2916",39017,"F",18,"2",57.5,24,"26-30","no","yes",1,1
"2918",39036,"F",4,"2",29,8,"31-35","no","no",1,0
"2923",39053,"F",34,"7",34.1428571428571,56,"26-30","yes","yes",1,0
"2924",39056,"M",6,"1",118,6,"18-25","no","no",1,0
"2925",39080,"F",16,"1",143,16,"18-25","no","no",1,0
"2926",39089,"F",8,"10",36.6,44,"31-35","no","yes",1,1
"2927",39107,"F",10,"5",48.8,36,"31-35","no","yes",1,1
"2928",39134,"M",14,"10",25.6,64,"31-35","yes","yes",1,0
"2932",39190,"M",14,"7",16.1428571428571,42,"41-45","no","yes",1,0
"2934",39222,"F",26,"1",288,26,"18-25","no","no",1,0
"2936",39258,"M",6,"1",221,6,"18-25","no","no",1,0
"2937",39267,"F",8,"2",56,14,"26-30","no","no",1,0
"2939",39272,"F",10,"2",163,14,"26-30","no","yes",1,0
"2940",39274,"F",2,"3",26.3333333333333,10,"26-30","no","yes",1,1
"2945",39324,"F",10,"6",56.1666666666667,44,"26-30","yes","yes",1,1
"2947",39329,"M",6,"1",200,6,"18-25","yes","no",1,0
"2948",39342,"M",10,"1",141,10,"18-25","no","no",1,0
"2950",39396,"M",20,"1",30,20,"26-30","no","no",1,0
"2951",39400,"F",8,"6",43.3333333333333,26,"31-35","no","yes",1,1
"2952",39421,"F",4,"2",68,8,"26-30","no","no",1,0
"2954",39430,"F",10,"10",23.4,60,"51-55","no","yes",1,0
"2957",39453,"M",12,"1",92,12,"18-25","no","yes",1,0
"2959",39464,"M",34,"6",30,48,"26-30","yes","yes",1,0
"2963",39524,"M",8,"12",38.3333333333333,40,"41-45","yes","yes",1,0
"2965",39528,"M",16,"4",24.25,34,"18-25","yes","yes",1,1
"2967",39555,"F",2,"6",20.3333333333333,28,"31-35","yes","yes",1,0
"2970",39570,"F",10,"2",57,16,"26-30","no","no",1,0
"2976",39620,"F",4,"2",32.5,10,"18-25","no","yes",1,0
"2978",39656,"F",14,"6",38.1666666666667,26,"26-30","no","yes",1,1
"2981",39709,"F",10,"2",39,12,"18-25","no","yes",1,0
"2982",39717,"F",10,"4",41.5,32,"18-25","yes","yes",1,0
"2985",39781,"F",30,"1",117,30,"18-25","no","no",1,0
"2988",39815,"M",18,"10",15.6,64,"31-35","no","yes",1,1
"2990",39836,"M",22,"1",300,22,"18-25","no","no",1,0
"2992",39853,"M",4,"7",50.7142857142857,38,"26-30","yes","yes",1,0
"2993",39855,"F",20,"2",20,22,"26-30","no","no",1,0
"2995",39868,"F",12,"1",238,12,"26-30","no","no",1,0
"2996",39872,"F",16,"3",24.3333333333333,32,"18-25","no","no",1,0
"2998",39903,"M",12,"12",15.75,52,"31-35","yes","yes",1,0
"3002",39959,"F",4,"8",47.75,40,"26-30","no","yes",1,1
"3003",39979,"F",26,"2",124.5,28,"31-35","no","no",1,0
"3004",39984,"F",14,"1",33,14,"26-30","no","no",1,0
"3005",39991,"F",4,"2",76,8,"26-30","no","no",1,0
"3008",40013,"F",14,"1",184,14,"18-25","no","yes",1,0
"3010",40055,"F",8,"3",42.6666666666667,18,"18-25","yes","no",1,0
"3011",40056,"M",14,"1",161,14,"18-25","yes","no",1,0
"3014",40082,"F",6,"2",122,12,"18-25","no","no",1,0
"3016",40107,"F",8,"1",177,8,"18-25","no","no",1,0
"3018",40122,"F",2,"12",15.4166666666667,70,"36-40","no","yes",1,1
"3020",40136,"M",16,"2",134,22,"18-25","no","yes",1,0
"3022",40152,"F",2,"1",183,2,"18-25","no","no",1,0
"3024",40178,"F",10,"4",57.5,26,"18-25","no","no",1,0
"3025",40210,"F",8,"7",15.7142857142857,40,"41-45","no","yes",1,0
"3027",40238,"M",30,"3",20,42,"18-25","no","no",1,0
"3028",40241,"F",10,"2",122,12,"18-25","yes","no",1,0
"3029",40243,"M",2,"1",18,2,"18-25","no","no",1,0
"3030",40244,"M",12,"1",123,12,"18-25","no","no",1,0
"3032",40263,"F",16,"1",155,16,"18-25","no","no",1,0
"3035",40315,"F",6,"1",296,6,"18-25","no","no",1,0
"3037",40322,"F",4,"2",76.5,6,"18-25","no","yes",1,0
"3038",40344,"F",2,"1",162,2,"26-30","no","no",1,0
"3047",40429,"M",10,"2",159.5,14,"26-30","no","yes",1,0
"3049",40441,"M",4,"2",81,10,"31-35","no","no",1,0
"3053",40490,"F",14,"5",41.4,40,"36-40","yes","no",1,0
"3054",40499,"M",2,"12",28.5,26,"31-35","yes","yes",1,0
"3057",40544,"F",32,"2",156,36,"18-25","no","yes",1,0
"3058",40553,"F",4,"2",113.5,12,"26-30","no","yes",1,0
"3059",40566,"M",2,"8",29.625,24,"31-35","no","no",1,0
"3061",40585,"F",16,"2",151.5,22,"31-35","no","no",1,0
"3064",40612,"F",10,"11",21.3636363636364,76,"36-40","yes","yes",1,1
"3066",40649,"M",10,"12",28.25,60,"31-35","yes","yes",1,1
"3067",40653,"F",26,"1",162,26,"18-25","no","no",1,0
"3069",40669,"F",4,"1",212,4,"18-25","no","no",1,0
"3070",40680,"F",10,"5",31.4,38,"18-25","no","yes",1,0
"3071",40692,"F",16,"9",35.6666666666667,50,"46-50","no","no",1,0
"3073",40714,"M",6,"2",43.5,14,"26-30","no","no",1,0
"3074",40735,"M",14,"4",15,32,"18-25","no","yes",1,1
"3079",40804,"M",14,"10",25,72,"26-30","yes","yes",1,0
"3081",40877,"F",8,"1",59,8,"18-25","no","no",1,0
"3085",40907,"F",18,"2",29,24,"31-35","no","no",1,0
"3086",40924,"M",6,"2",102,12,"18-25","no","no",1,0
"3087",40942,"M",16,"9",25.1111111111111,42,"31-35","yes","yes",1,0
"3088",40959,"F",22,"2",113.5,30,"26-30","no","yes",1,0
"3091",40970,"F",10,"12",34.75,34,"36-40","no","yes",1,0
"3093",41000,"F",2,"1",226,2,"18-25","no","yes",1,0
"3095",41008,"F",4,"8",34.5,48,"26-30","yes","yes",1,0
"3096",41033,"M",12,"2",69.5,16,"18-25","no","yes",1,0
"3097",41043,"M",22,"1",237,22,"18-25","no","no",1,0
"3098",41047,"M",24,"1",178,24,"26-30","no","no",1,0
"3099",41061,"F",12,"1",17,12,"18-25","no","yes",1,0
"3100",41063,"F",12,"1",292,12,"18-25","no","no",1,0
"3103",41094,"F",12,"9",16.7777777777778,40,"31-35","yes","yes",1,0
"3105",41110,"F",4,"1",312,4,"26-30","no","no",1,0
"3106",41126,"F",4,"5",26.6,16,"18-25","yes","yes",1,0
"3109",41150,"F",6,"11",23.4545454545455,48,"46-50","yes","yes",1,0
"3110",41163,"F",20,"2",92,26,"18-25","no","no",1,0
"3121",41220,"F",32,"2",28,34,"18-25","no","yes",1,0
"3122",41223,"F",2,"2",70,6,"26-30","no","no",1,0
"3124",41231,"F",8,"5",59.8,34,"26-30","no","yes",1,1
"3126",41241,"M",8,"2",147,12,"26-30","no","no",1,0
"3129",41283,"F",4,"10",31.3,50,"36-40","no","yes",1,1
"3130",41327,"M",2,"2",151.5,6,"18-25","no","no",1,0
"3132",41352,"M",34,"12",34.3333333333333,78,"31-35","no","yes",1,1
"3133",41354,"F",14,"2",127,20,"18-25","no","yes",1,0
"3135",41399,"F",2,"2",66.5,4,"26-30","no","no",1,0
"3137",41420,"F",10,"1",290,10,"26-30","no","no",1,0
"3138",41431,"F",22,"11",39.2727272727273,58,"26-30","no","yes",1,1
"3139",41441,"F",22,"2",81,26,"26-30","no","no",1,0
"3141",41456,"F",8,"1",98,8,"18-25","no","yes",1,0
"3142",41458,"M",12,"4",57.75,32,"31-35","no","yes",1,0
"3143",41494,"F",8,"6",50.5,26,"26-30","no","yes",1,0
"3145",41500,"F",4,"8",47.875,28,"31-35","yes","yes",1,1
"3146",41502,"M",32,"1",165,32,"26-30","no","no",1,0
"3150",41553,"F",14,"1",270,14,"18-25","no","no",1,0
"3151",41556,"M",24,"1",186,24,"18-25","no","yes",1,0
"3152",41595,"F",10,"1",50,10,"18-25","no","yes",1,0
"3153",41604,"M",16,"1",29,16,"18-25","no","no",1,0
"3154",41615,"M",10,"2",129,12,"26-30","no","yes",1,0
"3157",41634,"F",30,"5",49.8,50,"26-30","no","yes",1,0
"3158",41654,"F",32,"2",57.5,38,"18-25","no","no",1,0
"3160",41701,"F",6,"7",32.7142857142857,22,"31-35","no","yes",1,0
"3163",41730,"F",8,"10",22.4,44,"36-40","yes","yes",1,0
"3164",41731,"M",14,"11",32.2727272727273,70,"26-30","yes","yes",1,1
"3167",41752,"M",8,"1",278,8,"18-25","no","yes",1,0
"3170",41778,"F",6,"7",32.1428571428571,40,"31-35","no","yes",1,0
"3171",41787,"F",30,"2",144,32,"18-25","yes","no",1,0
"3172",41789,"F",26,"4",61.5,48,"18-25","no","yes",1,1
"3173",41819,"M",16,"2",101.5,24,"26-30","no","yes",1,0
"3175",41838,"F",22,"11",32.5454545454545,72,"31-35","no","yes",1,0
"3176",41863,"M",16,"7",15.7142857142857,42,"26-30","no","no",1,0
"3177",41867,"F",10,"1",61,10,"18-25","yes","no",1,0
"3178",41874,"F",2,"3",88.6666666666667,18,"18-25","yes","no",1,0
"3179",41888,"F",16,"4",55,36,"18-25","yes","yes",1,0
"3180",41896,"F",16,"10",18.4,70,"18-25","yes","yes",1,1
"3184",41913,"F",16,"5",46.8,32,"26-30","no","yes",1,0
"3186",41941,"F",14,"1",130,14,"26-30","no","no",1,0
"3194",42018,"M",22,"2",92,26,"18-25","no","no",1,0
"3196",42061,"F",26,"2",69,32,"18-25","yes","no",1,0
"3201",42082,"F",8,"10",32.9,54,"36-40","yes","yes",1,1
"3202",42103,"F",10,"2",161,12,"31-35","no","no",1,0
"3204",42122,"F",10,"11",25,46,"36-40","no","yes",1,0
"3205",42132,"F",26,"12",22.3333333333333,66,"26-30","yes","yes",1,0
"3210",42162,"F",10,"1",55,10,"18-25","no","yes",1,0
"3213",42206,"F",14,"1",275,14,"26-30","no","no",1,0
"3214",42237,"F",16,"1",15,16,"18-25","no","no",1,0
"3218",42270,"F",20,"1",114,20,"18-25","yes","no",1,0
"3220",42290,"M",36,"1",279,36,"18-25","no","no",1,0
"3223",42349,"F",34,"12",30.4166666666667,58,"36-40","yes","yes",1,1
"3228",42389,"F",12,"6",20.6666666666667,46,"26-30","yes","yes",1,0
"3229",42394,"M",2,"10",31.2,58,"36-40","yes","no",1,0
"3231",42406,"M",22,"2",152,24,"31-35","no","no",1,0
"3232",42410,"F",30,"10",36,74,"18-25","no","yes",1,0
"3233",42432,"F",30,"4",83.75,50,"26-30","no","yes",1,1
"3234",42435,"F",14,"12",37.4166666666667,78,"36-40","no","yes",1,0
"3235",42446,"M",16,"2",84.5,20,"26-30","no","no",1,0
"3239",42536,"M",4,"3",61.6666666666667,16,"26-30","yes","yes",1,0
"3241",42549,"F",6,"1",237,6,"18-25","yes","no",1,0
"3242",42573,"F",28,"11",30.9090909090909,82,"31-35","yes","yes",1,1
"3245",42633,"M",18,"2",39,26,"18-25","yes","yes",1,0
"3246",42637,"F",10,"1",60,10,"18-25","no","no",1,0
"3247",42638,"F",6,"1",141,6,"26-30","no","no",1,0
"3250",42681,"F",2,"2",133.5,10,"18-25","no","yes",1,0
"3251",42709,"F",8,"2",155.5,16,"31-35","no","no",1,0
"3252",42733,"M",14,"1",297,14,"18-25","yes","no",1,0
"3253",42735,"F",24,"10",18.6,60,"26-30","yes","yes",1,0
"3255",42749,"M",8,"1",93,8,"18-25","yes","no",1,0
"3256",42750,"F",16,"2",103,20,"26-30","no","no",1,0
"3261",42786,"M",22,"9",27.3333333333333,60,"26-30","no","yes",1,1
"3264",42839,"F",4,"1",113,4,"18-25","no","no",1,0
"3265",42848,"F",24,"7",53,44,"31-35","yes","yes",1,0
"3268",42873,"F",14,"2",15,18,"26-30","no","no",1,0
"3269",42880,"M",12,"2",87,16,"18-25","no","yes",1,0
"3271",42897,"F",12,"1",185,12,"18-25","yes","no",1,0
"3272",42912,"F",14,"10",15.5,54,"31-35","yes","yes",1,0
"3273",42915,"F",16,"7",45.2857142857143,40,"26-30","no","yes",1,0
"3275",42922,"M",2,"1",204,2,"26-30","no","no",1,0
"3279",42973,"F",2,"1",173,2,"18-25","no","no",1,0
"3281",43002,"F",6,"2",129,14,"18-25","no","no",1,0
"3282",43005,"F",20,"7",29.2857142857143,52,"36-40","no","no",1,0
"3283",43008,"F",6,"1",105,6,"18-25","no","yes",1,0
"3285",43018,"F",8,"1",203,8,"18-25","no","yes",1,0
"3292",43065,"F",12,"8",23.625,42,"26-30","yes","yes",1,0
"3295",43093,"F",2,"11",39.3636363636364,40,"41-45","no","yes",1,1
"3297",43099,"M",8,"5",64,26,"18-25","yes","yes",1,1
"3298",43106,"F",10,"1",306,10,"18-25","no","yes",1,0
"3299",43112,"F",14,"1",15,14,"18-25","yes","no",1,0
"3301",43149,"F",6,"1",52,6,"18-25","no","yes",1,0
"3302",43155,"F",22,"1",87,22,"18-25","no","no",1,0
"3307",43201,"F",8,"2",20.5,10,"18-25","no","yes",1,0
"3308",43202,"F",20,"10",17,66,"26-30","yes","yes",1,0
"3313",43304,"F",14,"2",70,20,"18-25","no","no",1,0
"3315",43336,"F",14,"2",125,18,"26-30","no","yes",1,1
"3316",43366,"F",24,"2",84.5,28,"26-30","no","no",1,0
"3317",43380,"F",28,"6",61.1666666666667,60,"18-25","no","yes",1,0
