acctnum,gender,R,F,M,firstpur,age_class,single,student,mailing,respmail
31596,1,6,12,39.9166666666667,32,3,1,1,0, 
31609,0,10,2,82.5,12,0,0,0,0, 
31611,1,12,12,21.8333333333333,70,0,1,1,0, 
31617,0,8,2,39.5,14,0,0,1,0, 
31644,0,4,4,68.25,22,0,0,1,0, 
31648,0,12,2,119,16,0,0,1,0, 
31659,0,20,1,154,20,0,0,0,0, 
31684,0,16,2,62.5,18,0,0,0,0, 
31718,0,36,5,16.6,48,1,0,1,0, 
31733,1,4,1,174,4,0,0,0,0, 
31744,0,22,6,61,58,2,0,0,0, 
31748,1,22,1,281,22,0,1,0,0, 
31753,0,34,2,48,36,0,0,1,0, 
31770,0,2,5,71.2,24,0,1,1,0, 
31776,0,6,1,128,6,0,0,1,0, 
31784,1,30,9,33.1111111111111,68,3,1,1,0, 
31786,1,16,2,58,22,1,0,1,0, 
31793,0,16,8,26.625,54,2,1,1,0, 
31794,0,30,2,139,38,1,1,0,0, 
31799,0,14,3,36.6666666666667,24,2,1,0,0, 
31801,0,6,1,219,6,0,0,1,0, 
31813,0,16,2,85.5,20,0,0,1,0, 
31814,1,8,1,287,8,0,0,1,0, 
31831,0,24,1,172,24,0,0,1,0, 
31835,0,14,2,140.5,20,0,1,0,0, 
31838,1,10,2,156.5,18,0,0,0,0, 
31857,0,20,2,27.5,24,0,0,1,0, 
31858,1,8,2,163.5,14,0,0,0,0, 
31892,0,2,1,273,2,0,0,0,0, 
31904,1,6,10,22.4,46,2,1,1,0, 
31911,0,8,1,304,8,0,0,1,0, 
31928,0,6,2,75.5,8,0,0,1,0, 
31948,1,16,2,128,22,0,0,0,0, 
31958,0,12,9,25,30,2,1,1,0, 
31961,0,10,10,39.9,54,2,1,1,0, 
31975,1,18,3,55,32,0,0,1,0, 
31979,0,12,1,181,12,0,0,0,0, 
32006,1,30,11,40.9090909090909,54,3,1,1,0, 
32008,0,12,12,33.8333333333333,66,3,1,1,0, 
32016,0,8,1,48,8,0,0,0,0, 
32020,0,12,1,45,12,0,0,0,0, 
32037,0,12,2,157,16,1,0,1,0, 
32039,0,12,2,138,16,2,0,0,0, 
32046,0,20,1,237,20,0,0,0,0, 
32049,0,8,1,236,8,0,0,1,0, 
32076,0,4,2,163,8,0,0,1,0, 
32109,0,16,1,30,16,0,0,1,0, 
32125,1,12,3,48.3333333333333,24,1,0,0,0, 
32142,1,10,4,44.5,30,0,1,1,0, 
32147,0,14,2,152,18,0,0,0,0, 
32149,0,34,1,79,34,0,0,0,0, 
32154,1,12,1,270,12,0,0,1,0, 
32157,0,10,2,54,12,0,0,1,0, 
32159,0,6,8,48.875,38,1,1,1,0, 
32178,1,6,1,171,6,0,0,0,0, 
32182,1,16,2,129,24,0,0,0,0, 
32184,1,16,2,17,18,1,0,1,0, 
32185,1,16,2,148,24,0,0,1,0, 
32188,0,10,1,296,10,0,0,1,0, 
32198,0,12,2,132,20,0,0,1,0, 
32203,0,12,8,32.125,56,1,1,1,0, 
32233,0,10,1,94,10,1,0,0,0, 
32236,1,34,2,80,38,0,0,1,0, 
32242,0,12,2,138,14,0,0,1,0, 
32267,1,10,12,25.75,50,3,1,1,0, 
32271,0,28,6,31.1666666666667,54,1,0,1,0, 
32273,0,10,7,51.2857142857143,36,2,0,1,0, 
32281,0,6,10,16.2,64,3,1,1,0, 
32294,1,16,2,53.5,22,0,0,0,0, 
32299,0,30,1,305,30,0,1,0,0, 
32338,1,14,2,47,16,0,1,0,0, 
32342,1,6,12,24.0833333333333,76,2,1,1,0, 
32345,0,12,7,19.7142857142857,38,2,1,1,0, 
32347,0,14,6,32.5,26,3,1,0,0, 
32348,1,26,2,75,30,1,0,0,0, 
32368,1,16,1,182,16,0,0,0,0, 
32375,0,16,2,74,18,0,0,1,0, 
32385,0,10,11,19.6363636363636,62,3,1,1,0, 
32389,0,10,5,27.8,20,0,1,1,0, 
32390,1,2,9,47.6666666666667,56,5,0,1,0, 
32403,0,12,2,30,20,1,0,0,0, 
32404,0,24,1,119,24,1,0,0,0, 
32415,0,26,1,108,26,1,0,0,0, 
32416,1,4,3,100.666666666667,12,0,0,1,0, 
32417,0,4,6,54.6666666666667,28,0,1,1,0, 
32427,1,12,2,51.5,16,1,0,0,0, 
32435,0,18,4,52.25,28,0,1,1,0, 
32441,1,8,2,100.5,10,0,0,1,0, 
32459,0,12,8,19,38,3,0,1,0, 
32460,0,28,10,24.5,54,4,0,1,0, 
32466,1,12,1,146,12,0,0,0,0, 
32470,0,2,11,35,56,5,0,1,0, 
32475,1,4,2,49.5,12,1,0,0,0, 
32477,0,24,12,18.3333333333333,78,2,1,1,0, 
32489,0,14,2,64.5,16,0,0,0,0, 
32499,1,2,1,116,2,0,0,1,0, 
32518,0,6,9,37.6666666666667,24,1,1,1,0, 
32524,0,10,1,156,10,1,0,0,0, 
32530,0,14,7,22.2857142857143,34,1,0,1,0, 
32551,1,30,5,44.2,50,0,1,1,0, 
32554,0,26,1,233,26,0,0,0,0, 
32564,0,14,7,20.8571428571429,42,1,0,1,0, 
32571,0,30,1,234,30,1,0,0,0, 
32574,1,36,5,15.8,50,2,0,1,0, 
32579,0,12,5,55.4,26,1,1,0,0, 
32583,0,14,1,119,14,0,1,0,0, 
32594,0,8,2,25,12,1,1,0,0, 
32598,0,36,1,233,36,1,0,0,0, 
32612,1,28,8,21.5,54,3,0,1,0, 
32618,0,34,2,81.5,40,0,0,1,0, 
32634,1,4,8,35.625,52,0,1,1,0, 
32635,0,30,2,79,34,0,0,0,0, 
32638,0,36,1,49,36,0,0,0,0, 
32639,0,16,2,140.5,24,0,0,0,0, 
32644,1,12,12,16.5,60,2,0,1,0, 
32654,0,20,8,33.625,46,2,1,1,0, 
32662,0,22,2,80,28,0,0,1,0, 
32670,0,14,1,301,14,0,0,0,0, 
32672,0,2,1,284,2,1,0,0,0, 
32679,0,12,1,120,12,0,0,0,0, 
32686,0,28,10,29.6,68,2,1,1,0, 
32699,0,16,3,114.333333333333,32,1,0,0,0, 
32700,0,10,1,201,10,0,0,0,0, 
32707,0,14,2,72.5,22,0,0,1,0, 
32721,1,36,8,42,76,2,1,1,0, 
32722,0,4,1,27,4,0,0,1,0, 
32737,0,14,9,45,54,1,0,1,0, 
32767,1,8,4,47.5,28,2,1,1,0, 
32779,0,8,10,22.7,56,2,0,1,0, 
32790,0,2,2,30,6,1,1,0,0, 
32795,0,8,1,74,8,0,1,0,0, 
32796,1,16,1,169,16,0,0,0,0, 
32811,1,10,1,305,10,0,0,0,0, 
32814,1,16,2,80,24,1,0,1,0, 
32820,0,12,12,21.5833333333333,40,5,0,1,0, 
32822,0,12,4,44.25,30,1,1,0,0, 
32823,0,4,1,310,4,0,0,1,0, 
32834,1,10,2,121,18,0,0,1,0, 
32851,0,16,1,286,16,0,0,0,0, 
32868,0,14,5,45,32,1,1,1,0, 
32871,1,8,1,144,8,1,0,0,0, 
32876,0,10,1,32,10,0,0,1,0, 
32879,0,2,1,243,2,0,0,0,0, 
32880,0,30,6,64.1666666666667,48,1,1,1,0, 
32881,0,24,12,22.3333333333333,66,1,1,1,0, 
32885,0,12,4,49,26,0,1,1,0, 
32888,1,10,1,300,10,0,0,0,0, 
32893,0,14,2,106.5,16,0,0,1,0, 
32897,0,22,5,55.2,46,1,1,1,0, 
32911,1,12,1,291,12,0,0,0,0, 
32912,0,4,2,106.5,10,1,0,1,0, 
32917,0,14,10,18.7,58,1,1,1,0, 
32944,0,16,1,136,16,0,0,0,0, 
32972,0,20,1,271,20,0,0,0,0, 
32990,0,16,1,48,16,0,0,0,0, 
32994,0,10,2,46.5,18,2,0,0,0, 
32996,1,30,12,27.4166666666667,96,2,1,1,0, 
32998,0,6,1,135,6,1,0,0,0, 
33006,0,18,12,22.0833333333333,50,0,1,1,0, 
33008,0,14,12,28.4166666666667,64,3,1,1,0, 
33014,0,12,6,38.5,38,1,0,1,0, 
33023,0,16,1,288,16,0,0,0,0, 
33037,0,4,8,44.875,20,3,1,1,0, 
33046,0,18,1,64,18,1,0,0,0, 
33049,0,6,2,96,8,0,1,0,0, 
33051,0,6,4,56.75,24,2,0,1,0, 
33054,0,10,1,246,10,0,0,0,0, 
33068,1,10,4,29.5,30,1,0,1,0, 
33072,0,10,1,299,10,1,0,0,0, 
33079,0,2,9,22.8888888888889,34,3,1,1,0, 
33081,0,8,6,57,30,2,1,1,0, 
33093,0,10,8,37.625,52,2,1,0,0, 
33103,0,6,2,141.5,12,0,0,0,0, 
33123,0,30,3,77.6666666666667,46,2,0,1,0, 
33130,0,12,1,16,12,0,1,0,0, 
33133,1,8,5,73.4,24,3,0,1,0, 
33141,1,2,11,25.7272727272727,40,1,1,1,0, 
33149,0,14,1,48,14,0,0,1,0, 
33154,0,12,1,38,12,1,0,0,0, 
33181,1,12,2,135.5,18,0,0,1,0, 
33196,0,14,2,136,16,0,0,1,0, 
33197,0,14,2,61,20,1,0,1,0, 
33206,1,22,8,48,48,1,1,1,0, 
33209,0,20,6,28.5,40,0,1,1,0, 
33216,1,14,1,162,14,1,0,0,0, 
33240,1,10,2,156,12,0,0,1,0, 
33266,0,22,10,26.3,78,1,0,1,0, 
33267,0,14,2,80,18,1,1,0,0, 
33273,0,32,2,162,40,1,0,0,0, 
33279,0,20,1,17,20,1,0,0,0, 
33290,0,6,4,35.5,24,0,0,1,0, 
33312,0,8,1,221,8,0,0,0,0, 
33322,0,14,1,258,14,1,0,0,0, 
33336,1,14,2,78.5,18,1,1,0,0, 
33342,0,20,1,121,20,0,0,1,0, 
33344,1,8,2,43,16,0,0,0,0, 
33345,0,2,2,66,4,1,0,0,0, 
33356,1,6,3,70.3333333333333,18,0,0,0,0, 
33360,0,6,1,314,6,1,0,0,0, 
33368,1,10,4,76,30,0,0,1,0, 
33369,0,8,3,105.666666666667,14,0,0,1,0, 
33375,0,16,1,211,16,1,0,0,0, 
33382,0,4,5,19,20,0,0,1,0, 
33397,0,12,2,23.5,20,1,0,0,0, 
33402,0,6,2,66,10,0,0,1,0, 
33430,0,16,1,287,16,0,0,0,0, 
33437,0,10,1,77,10,0,0,0,0, 
33450,1,10,4,46,20,1,0,1,0, 
33465,0,14,2,79,20,0,0,1,0, 
33475,0,10,2,107.5,18,0,0,1,0, 
33483,1,8,2,39,12,0,1,1,0, 
33487,0,12,2,15,20,1,0,1,0, 
33492,0,16,1,238,16,0,0,0,0, 
33506,0,16,2,20,20,1,0,0,0, 
33507,0,14,1,179,14,0,0,0,0, 
33518,0,14,1,66,14,0,0,0,0, 
33525,1,2,1,183,2,0,0,0,0, 
33548,0,14,2,63.5,22,1,1,0,0, 
33550,0,16,2,133,20,0,0,0,0, 
33554,0,10,1,32,10,1,0,0,0, 
33560,0,6,1,284,6,0,0,1,0, 
33577,0,10,1,252,10,0,0,0,0, 
33596,1,12,1,257,12,0,0,1,0, 
33597,0,12,2,34,16,1,1,0,0, 
33610,1,14,9,17.6666666666667,42,2,0,1,0, 
33614,1,8,1,189,8,1,0,0,0, 
33629,0,16,11,23.0909090909091,54,2,1,1,0, 
33642,0,8,9,31.1111111111111,52,2,1,0,0, 
33647,1,6,1,180,6,1,0,0,0, 
33664,0,4,2,35,6,0,0,0,0, 
33677,0,32,2,112.5,40,0,1,0,0, 
33689,0,16,4,55.5,30,0,1,1,0, 
33690,0,10,1,153,10,0,0,1,0, 
33703,0,10,1,135,10,0,0,0,0, 
33704,0,14,2,41.5,16,1,0,0,0, 
33715,0,6,12,27.9166666666667,74,2,0,1,0, 
33734,1,22,2,120.5,30,0,0,0,0, 
33751,0,4,7,29.8571428571429,20,3,1,0,0, 
33767,0,10,2,103.5,18,1,1,0,0, 
33773,0,2,5,17,20,1,0,1,0, 
33776,0,36,2,77.5,44,0,0,0,0, 
33784,0,10,10,33.2,42,3,0,1,0, 
33788,1,14,1,154,14,0,0,0,0, 
33797,0,32,9,47.3333333333333,58,3,1,1,0, 
33810,1,20,1,115,20,1,0,0,0, 
33812,0,14,11,24.5454545454545,68,2,1,1,0, 
33817,0,2,11,20.8181818181818,54,3,0,1,0, 
33835,0,14,8,28.375,34,1,1,1,0, 
33853,1,12,2,130.5,14,0,0,1,0, 
33862,0,28,1,265,28,0,0,0,0, 
33863,0,8,1,288,8,1,0,0,0, 
33867,0,14,1,144,14,0,1,0,0, 
33895,0,14,2,88.5,18,0,0,1,0, 
33903,0,6,1,131,6,0,0,1,0, 
33905,1,30,1,168,30,0,0,1,0, 
33907,1,20,1,213,20,0,1,0,0, 
33923,1,32,2,97,40,1,0,1,0, 
33932,0,14,1,196,14,1,0,0,0, 
33936,0,22,11,18.7272727272727,46,2,1,1,0, 
33939,1,2,1,102,2,0,0,0,0, 
33953,0,10,10,19.4,60,3,1,1,0, 
33955,0,20,7,17.5714285714286,50,2,1,1,0, 
33960,1,4,8,52.375,50,0,0,1,0, 
33982,1,16,3,25,30,0,0,1,0, 
33992,0,30,11,29.1818181818182,88,3,0,1,0, 
34008,0,12,2,84,16,1,0,0,0, 
34010,1,12,7,49.5714285714286,46,0,0,1,0, 
34013,0,30,4,72.5,40,2,0,1,0, 
34014,1,6,6,32.3333333333333,30,0,1,1,0, 
34030,0,6,7,30.1428571428571,20,2,1,0,0, 
34031,0,36,1,195,36,0,0,1,0, 
34046,1,16,1,20,16,0,0,0,0, 
34055,0,14,5,22.4,38,1,1,1,0, 
34068,1,16,2,40.5,20,1,0,1,0, 
34084,1,12,12,16,68,4,1,1,0, 
34100,1,16,1,185,16,0,0,0,0, 
34124,0,12,8,28.625,50,2,0,1,0, 
34153,0,22,8,22.375,40,2,0,1,0, 
34156,1,16,1,182,16,0,0,0,0, 
34189,1,32,1,87,32,0,0,0,0, 
34191,0,12,2,56.5,16,0,0,1,0, 
34198,1,4,12,30.25,70,3,1,1,0, 
34206,0,8,1,62,8,0,1,0,0, 
34211,0,16,2,33.5,24,1,1,0,0, 
34224,0,14,1,95,14,0,0,1,0, 
34229,0,2,2,112,8,2,0,0,0, 
34243,0,6,2,54,10,0,0,0,0, 
34254,0,14,12,37.75,50,3,1,1,0, 
34257,0,16,2,83.5,20,0,0,1,0, 
34265,1,8,9,36.4444444444444,48,1,0,1,0, 
34268,1,4,1,163,4,0,0,0,0, 
34284,0,14,9,33.6666666666667,42,3,1,1,0, 
34295,0,24,2,68,32,0,0,1,0, 
34320,0,34,2,122.5,36,1,0,1,0, 
34325,1,14,8,48.5,34,1,1,1,0, 
34327,0,12,11,23.2727272727273,68,3,0,1,0, 
34337,0,6,2,134.5,14,1,0,0,0, 
34339,0,4,2,131.5,12,0,0,1,0, 
34342,0,8,5,27,36,1,0,1,0, 
34367,1,2,8,16.25,38,2,1,1,0, 
34376,0,16,2,114,22,0,0,0,0, 
34391,0,24,2,31.5,28,0,0,1,0, 
34392,0,10,11,19.1818181818182,34,2,0,1,0, 
34393,0,16,3,73.6666666666667,30,0,0,1,0, 
34401,0,2,12,39,66,2,1,1,0, 
34411,0,12,1,158,12,0,0,0,0, 
34414,0,12,1,31,12,0,0,1,0, 
34415,0,10,2,92.5,18,0,0,0,0, 
34423,0,14,1,69,14,0,0,1,0, 
34433,1,12,2,107.5,14,0,0,1,0, 
34439,0,10,1,173,10,0,1,0,0, 
34478,0,20,6,35.8333333333333,36,1,0,1,0, 
34479,0,10,2,68.5,12,0,0,0,0, 
34489,0,12,2,153.5,16,0,0,1,0, 
34490,0,18,8,16.125,62,3,1,1,0, 
34494,1,12,2,158.5,20,0,0,1,0, 
34508,0,16,1,129,16,0,0,0,0, 
34510,0,10,1,197,10,0,0,1,0, 
34518,0,10,1,278,10,0,0,0,0, 
34521,1,12,2,16.5,16,0,0,1,0, 
34533,1,2,5,59,14,1,0,0,0, 
34549,0,24,4,87.5,40,1,0,1,0, 
34563,1,4,1,136,4,0,0,1,0, 
34570,0,12,2,124,14,0,0,0,0, 
34575,0,16,1,120,16,0,0,0,0, 
34581,0,16,10,36.3,40,2,0,1,0, 
34582,1,34,2,119.5,38,0,1,0,0, 
34592,1,30,10,26.8,54,3,0,1,0, 
34600,0,14,1,189,14,0,0,0,0, 
34602,1,16,2,98,22,0,0,0,0, 
34609,0,12,2,116.5,20,1,0,0,0, 
34615,0,4,5,41.4,20,1,1,1,0, 
34631,0,14,8,20.875,50,1,1,1,0, 
34696,0,14,1,82,14,0,1,0,0, 
34713,0,32,1,311,32,0,0,1,0, 
34743,0,22,1,55,22,0,0,0,0, 
34776,0,6,2,82.5,10,0,0,1,0, 
34810,0,8,2,70.5,16,0,0,0,0, 
34812,0,12,4,81.5,28,1,1,1,0, 
34836,1,6,7,24.1428571428571,44,3,1,1,0, 
34841,0,10,12,39.9166666666667,56,4,1,1,0, 
34843,0,8,1,135,8,0,0,1,0, 
34847,1,2,4,42.75,14,0,1,1,0, 
34848,1,14,2,21.5,22,0,0,0,0, 
34863,0,12,11,31.7272727272727,72,1,1,1,0, 
34891,0,22,3,66.3333333333333,30,1,0,0,0, 
34893,1,26,2,147,30,2,0,0,0, 
34894,1,12,1,225,12,0,0,0,0, 
34900,0,22,10,36.1,48,2,0,1,0, 
34903,0,10,1,272,10,0,0,0,0, 
34906,1,14,2,110,16,1,0,0,0, 
34924,0,4,1,298,4,1,0,0,0, 
34935,0,8,4,67.75,26,1,0,1,0, 
34939,1,4,6,49.1666666666667,28,3,1,1,0, 
34956,0,14,1,277,14,0,0,1,0, 
34968,1,6,1,184,6,1,0,0,0, 
34969,1,24,2,91.5,26,0,0,1,0, 
34971,1,16,2,26.5,20,0,1,1,0, 
34977,1,4,1,151,4,0,0,0,0, 
34988,0,8,2,27,12,0,0,0,0, 
34998,0,26,6,28.5,54,2,0,0,0, 
35003,1,28,6,51,52,0,1,1,0, 
35010,0,4,1,57,4,1,0,0,0, 
35016,0,30,1,270,30,0,0,0,0, 
35024,0,10,9,43.4444444444444,38,2,1,1,0, 
35028,1,10,2,48,14,0,0,1,0, 
35037,0,2,10,22.3,40,2,1,1,0, 
35045,1,24,2,112.5,32,0,1,1,0, 
35058,1,10,5,28.2,26,0,0,1,0, 
35060,0,16,2,57,24,1,0,1,0, 
35067,0,12,3,96,20,0,1,1,0, 
35080,0,12,1,302,12,0,0,0,0, 
35082,0,12,5,33.6,40,2,0,0,0, 
35095,1,14,10,21.8,44,1,1,1,0, 
35108,1,10,2,156.5,14,1,0,0,0, 
35114,0,4,5,61.8,24,0,0,1,0, 
35120,0,6,2,21.5,14,0,0,0,0, 
35121,0,16,1,186,16,1,0,0,0, 
35142,1,16,1,282,16,0,0,0,0, 
35143,0,10,8,48.75,28,1,0,1,0, 
35151,0,12,7,40.2857142857143,38,1,1,1,0, 
35160,0,30,1,140,30,0,1,0,0, 
35166,1,4,2,106.5,12,0,0,0,0, 
35195,1,12,1,58,12,0,0,0,0, 
35198,0,12,9,22.2222222222222,54,3,1,1,0, 
35202,0,16,2,42.5,24,1,1,0,0, 
35204,1,14,2,63,22,0,0,1,0, 
35213,1,2,1,248,2,0,0,0,0, 
35228,1,2,9,22.6666666666667,28,1,0,1,0, 
35232,0,16,2,128,18,0,1,1,0, 
35242,0,12,9,44.1111111111111,32,1,1,0,0, 
35248,1,6,1,31,6,0,1,0,0, 
35270,0,8,2,55.5,14,2,0,0,0, 
35271,0,8,2,124.5,14,0,0,1,0, 
35277,0,10,10,39.3,64,1,1,1,0, 
35288,0,28,1,198,28,1,0,0,0, 
35292,0,22,1,27,22,1,0,0,0, 
35295,1,2,1,299,2,0,0,1,0, 
35297,0,8,7,29.5714285714286,24,2,0,1,0, 
35309,0,16,1,176,16,0,0,1,0, 
35312,0,10,5,41,24,2,1,0,0, 
35327,0,16,1,178,16,0,0,1,0, 
35336,0,16,2,81,18,1,0,1,0, 
35340,0,12,2,108,16,0,0,1,0, 
35353,0,14,1,138,14,1,0,0,0, 
35381,0,10,8,33.25,42,0,1,1,0, 
35389,0,16,6,50.1666666666667,32,1,1,0,0, 
35392,0,14,2,80.5,20,0,1,1,0, 
35395,0,16,7,30.5714285714286,38,1,0,1,0, 
35407,0,10,8,32.25,54,2,0,1,0, 
35432,0,2,1,280,2,0,0,0,0, 
35437,0,4,10,34.3,40,4,0,1,0, 
35443,0,14,4,50.75,32,1,0,1,0, 
35456,0,14,1,157,14,0,0,1,0, 
35467,0,22,3,51,38,1,1,1,0, 
35475,1,6,2,41,14,0,0,0,0, 
35482,0,10,7,54.1428571428571,34,0,0,1,0, 
35524,0,6,1,289,6,1,0,0,0, 
35532,0,30,2,36,38,1,0,0,0, 
35567,1,12,2,82.5,16,0,0,0,0, 
35570,0,16,1,18,16,1,0,0,0, 
35574,1,10,2,62.5,12,0,1,0,0, 
35606,1,8,2,157,10,1,1,0,0, 
35609,1,6,2,26,10,0,0,0,0, 
35620,0,8,4,41.25,26,0,0,1,0, 
35627,1,26,1,262,26,0,0,0,0, 
35652,1,10,8,15.375,36,2,0,1,0, 
35659,1,14,1,24,14,1,0,0,0, 
35685,0,16,2,71,20,1,0,0,0, 
35686,0,10,10,26.9,36,2,1,1,0, 
35702,0,14,4,73.25,34,1,1,1,0, 
35729,0,26,12,20.1666666666667,62,4,1,1,0, 
35751,0,4,1,167,4,0,0,0,0, 
35755,0,6,2,29,8,1,0,0,0, 
35756,0,4,7,20.7142857142857,20,2,1,1,0, 
35764,0,14,2,151,20,1,0,0,0, 
35769,0,2,1,103,2,0,0,0,0, 
35777,1,12,2,108.5,16,0,0,1,0, 
35778,0,16,1,295,16,0,0,0,0, 
35783,1,2,2,89,4,1,0,0,0, 
35792,0,20,2,23,26,0,1,1,0, 
35804,0,12,1,218,12,0,0,1,0, 
35807,1,12,1,38,12,0,0,0,0, 
35817,0,12,12,28.25,48,4,1,1,0, 
35827,0,32,2,122.5,38,0,1,0,0, 
35829,1,12,2,158,20,1,0,1,0, 
35831,0,16,5,65.4,26,1,0,1,0, 
35832,0,2,10,32.6,62,2,1,1,0, 
35836,1,14,8,19.875,48,3,1,1,0, 
35846,0,8,1,201,8,0,0,0,0, 
35858,1,14,8,31.375,44,2,1,1,0, 
35863,1,18,2,43,20,1,0,1,0, 
35876,0,2,8,24.75,48,1,1,1,0, 
35900,0,4,2,25.5,8,1,0,0,0, 
35914,0,14,6,16.3333333333333,30,2,1,1,0, 
35931,0,16,9,27.2222222222222,40,2,0,1,0, 
35947,0,14,2,130,20,1,0,1,0, 
35948,1,10,1,58,10,0,1,0,0, 
35956,0,2,2,116,4,0,1,1,0, 
35967,1,14,11,33.4545454545455,58,4,1,1,0, 
35968,0,14,2,72.5,20,2,0,0,0, 
35971,0,6,7,23.1428571428571,46,2,0,1,0, 
35975,0,8,2,140,14,0,0,1,0, 
35992,0,4,12,16.8333333333333,56,2,0,1,0, 
35993,0,16,10,17.3,46,2,1,1,0, 
36004,1,4,1,144,4,0,0,0,0, 
36029,1,14,12,29.75,48,2,1,1,0, 
36030,1,16,7,22.8571428571429,52,6,0,1,0, 
36031,1,12,11,15.7272727272727,54,4,0,1,0, 
36043,0,12,7,32,52,1,1,1,0, 
36046,0,16,2,135.5,22,1,0,0,0, 
36061,0,14,1,132,14,0,0,1,0, 
36063,1,16,3,29.6666666666667,28,0,0,1,0, 
36067,0,16,1,32,16,0,0,0,0, 
36072,0,14,2,59.5,22,1,0,0,0, 
36097,0,22,9,18.1111111111111,64,3,0,1,0, 
36100,1,16,2,158,22,0,0,0,0, 
36102,0,12,2,140.5,14,0,1,0,0, 
36135,0,12,5,32.6,28,2,0,1,0, 
36142,0,12,4,89.5,32,1,1,1,0, 
36145,0,4,12,25.3333333333333,34,2,0,1,0, 
36150,0,12,3,35.3333333333333,20,1,1,1,0, 
36151,0,14,2,25.5,22,1,0,0,0, 
36177,0,4,1,240,4,0,0,0,0, 
36183,0,12,1,73,12,0,0,1,0, 
36185,0,2,2,75,6,1,0,0,0, 
36188,0,26,1,128,26,0,0,0,0, 
36204,0,4,9,22.1111111111111,42,2,1,1,0, 
36222,0,24,1,159,24,0,0,0,0, 
36234,0,4,3,59,12,0,0,0,0, 
36238,1,12,5,18.2,30,1,1,1,0, 
36258,1,16,11,29.2727272727273,52,3,1,1,0, 
36259,0,16,3,57.6666666666667,24,2,0,0,0, 
36281,1,16,6,58.1666666666667,30,2,1,1,0, 
36303,0,8,3,86.6666666666667,16,1,0,1,0, 
36312,1,16,2,138,20,2,0,0,0, 
36313,0,4,2,110.5,6,0,0,0,0, 
36319,1,34,10,29,80,3,0,1,0, 
36323,0,12,1,55,12,0,0,0,0, 
36332,0,16,8,26.5,32,1,1,1,0, 
36349,0,10,2,164,12,0,0,1,0, 
36351,0,6,6,16.6666666666667,36,3,1,1,0, 
36366,0,14,2,31,16,0,1,0,0, 
36375,0,10,2,135,18,0,0,0,0, 
36385,0,8,7,48.8571428571429,40,1,1,1,0, 
36387,0,6,5,73,26,3,0,1,0, 
36431,1,6,2,69,14,0,0,1,0, 
36432,0,16,1,54,16,0,0,1,0, 
36435,1,8,2,151,12,0,1,1,0, 
36438,0,16,1,37,16,0,0,1,0, 
36440,1,16,1,210,16,0,0,0,0, 
36476,0,14,6,35.8333333333333,38,1,0,1,0, 
36492,1,2,2,50.5,8,1,0,0,0, 
36494,0,12,2,27.5,20,2,0,0,0, 
36495,0,8,1,51,8,0,0,1,0, 
36508,0,34,2,117,38,1,0,0,0, 
36541,0,6,9,40.7777777777778,24,0,0,1,0, 
36548,0,28,2,160.5,36,0,1,0,0, 
36550,1,2,1,284,2,0,0,0,0, 
36559,0,12,2,97,16,2,0,0,0, 
36563,1,4,1,251,4,0,0,0,0, 
36583,0,18,2,37.5,24,1,1,0,0, 
36584,0,12,2,30.5,16,0,0,0,0, 
36596,0,6,12,28.25,74,4,1,1,0, 
36597,1,26,2,19.5,34,1,0,0,0, 
36636,0,16,1,169,16,1,0,0,0, 
36653,0,6,2,81.5,8,0,1,1,0, 
36692,0,36,2,115.5,40,1,0,0,0, 
36714,1,12,2,21,14,1,1,0,0, 
36721,1,6,2,144,8,1,1,0,0, 
36768,1,8,2,110.5,12,0,0,1,0, 
36770,0,16,1,26,16,0,0,0,0, 
36783,0,28,10,40.7,54,3,0,1,0, 
36785,0,10,5,22,24,1,1,1,0, 
36823,1,12,11,29.8181818181818,66,0,0,1,0, 
36826,0,14,12,34,56,2,1,1,0, 
36829,1,12,1,56,12,0,0,0,0, 
36833,1,8,1,222,8,0,0,0,0, 
36842,0,16,11,29.0909090909091,56,5,0,1,0, 
36845,1,16,5,54.4,42,1,0,1,0, 
36849,0,14,4,80.25,26,2,0,0,0, 
36854,0,16,7,30.1428571428571,46,2,1,1,0, 
36857,0,12,1,194,12,0,0,1,0, 
36858,0,10,3,113,22,0,0,1,0, 
36859,1,10,6,21,24,2,1,1,0, 
36868,0,16,2,110,22,0,0,1,0, 
36886,1,14,2,73.5,22,0,0,0,0, 
36887,0,10,2,114,18,1,1,0,0, 
36890,1,6,1,52,6,0,0,0,0, 
36894,0,8,2,48.5,12,0,0,1,0, 
36897,0,10,2,69.5,18,1,0,0,0, 
36905,0,4,11,24.5454545454545,68,2,1,1,0, 
36918,1,14,12,39.5833333333333,50,3,1,1,0, 
36929,0,34,1,159,34,0,0,1,0, 
36939,0,4,11,17.3636363636364,36,4,0,1,0, 
36945,0,14,2,31.5,16,1,0,0,0, 
36954,0,2,2,46,8,1,0,1,0, 
36955,0,6,7,26.8571428571429,26,4,0,1,0, 
36968,0,16,2,94.5,20,0,0,0,0, 
36969,0,30,11,23.6363636363636,70,0,1,1,0, 
36971,0,10,1,103,10,0,0,0,0, 
36991,0,10,10,15.6,34,4,1,1,0, 
36992,1,6,2,68.5,8,2,0,0,0, 
36998,0,32,7,46.7142857142857,48,2,0,1,0, 
37012,1,18,1,229,18,0,0,0,0, 
37038,1,14,2,26,18,0,0,0,0, 
